DATE,OPEN,HIGH,LOW,CLOSE,NO. OF SHARES,NO. OF TRADES
16-06-17,77.05,78.4,76.9,77.85,132190,990
15-06-17,77.9,77.9,76.85,77.05,630599,1332
14-06-17,78,78,76.95,77.55,178040,1583
13-06-17,79.5,79.6,77.55,78.1,134905,841
12-06-17,77.75,79,76.7,78.7,205336,1810
09-06-17,79.45,79.45,77.5,77.7,259249,1721
08-06-17,79.2,79.75,78.6,79,152376,907
07-06-17,79.5,80,79.2,79.75,141185,1720
06-06-17,81.6,81.6,79.15,79.35,166218,918
05-06-17,81.25,81.25,80.55,80.8,161254,775
02-06-17,82,82,80.7,80.85,132109,796
01-06-17,81.35,81.35,80.1,80.55,196774,2359
31-05-17,82.2,82.3,80.7,81,199352,1519
30-05-17,81.75,82.7,80.85,82.35,201251,931
29-05-17,81.5,81.5,79.8,81.05,258773,2377
26-05-17,80.35,81.3,79.5,80.95,206337,2302
25-05-17,81.5,81.5,79.8,80.35,186724,3119
24-05-17,81.45,81.65,79.9,80.05,274980,2591
23-05-17,82.7,82.7,80,80.35,195237,1165
22-05-17,84.9,84.9,80.65,82.05,546229,2569
19-05-17,86.4,86.4,83.1,84.2,596158,2289
18-05-17,84.8,85.65,83.5,83.7,171186,1127
17-05-17,84.7,86.05,83.7,85.35,662248,2341
16-05-17,83.5,85.9,83.5,83.85,659785,2409
15-05-17,82.1,83.65,82.1,83.3,317164,1036
12-05-17,82.6,83.25,81.9,82.1,119965,606
11-05-17,82.05,82.65,81.7,82.45,200317,1123
10-05-17,83.1,83.5,81.5,81.7,1748339,1482
09-05-17,83.2,83.3,82.75,83,89535,582
08-05-17,83.05,83.45,82.5,82.85,154828,720
05-05-17,83.25,83.85,82.45,83.15,249091,1102
04-05-17,82.25,83.25,81.9,82.85,293385,1472
03-05-17,83.35,83.95,82,82.15,201354,1200
02-05-17,84,84.5,83.05,83.3,224086,1131
28-04-17,84.25,84.7,82.75,84.15,304749,1136
27-04-17,85,85.8,84,84.6,162310,1344
26-04-17,85.2,85.55,84.55,84.8,159998,1046
25-04-17,86.8,86.85,85,85.15,212174,1388
24-04-17,84.5,86.2,84.25,85.95,221518,1266
21-04-17,85.3,85.3,83.65,83.95,222651,1143
20-04-17,86.4,86.4,83.95,84.15,202741,1703
19-04-17,83.75,86.6,83.75,85.3,441056,2289
18-04-17,84.3,84.5,83.2,83.4,321974,1480
17-04-17,84.2,84.9,83.7,83.9,190723,1053
13-04-17,85,85.2,84.05,84.35,243438,1283
12-04-17,85.25,85.8,83.9,85.45,645503,2509
11-04-17,87.1,90.2,81.3,85.4,2962081,14084
10-04-17,87.3,89.5,86.95,87.1,185809,822
07-04-17,87.1,87.75,86.35,87.2,247629,1679
06-04-17,88.05,88.2,86.7,87.25,236275,2965
05-04-17,89,89.7,87.9,88.1,463006,2514
03-04-17,91.25,91.25,88.95,89.15,330964,3520
31-03-17,90.8,91.1,89.15,90.5,344474,3062
30-03-17,90.15,90.55,89.2,89.6,339945,1843
28-03-17,87.3,89.45,86.6,88.8,353766,2102
27-03-17,87,87.4,85.6,87.05,354970,1682
24-03-17,87.4,87.95,86.15,86.5,262034,1957
23-03-17,87,87.65,86.75,87,705994,1485
22-03-17,87.5,87.5,86.3,86.8,462250,946
21-03-17,87.5,88,86.45,87.65,1031534,1414
20-03-17,86.35,87.7,86.1,86.8,509174,1933
17-03-17,86.8,87.15,85.65,86.1,1638576,1906
16-03-17,85.25,86.4,85.1,86,817904,1801
15-03-17,83.4,85.6,83.4,84.8,380419,2092
14-03-17,83.8,83.8,82.35,83.4,746741,1754
10-03-17,82,83.1,81.3,81.95,206265,1666
09-03-17,82,82.8,81.5,82.15,206237,3858
08-03-17,83.15,83.3,81.95,82.15,168792,2094
07-03-17,82.7,83.8,82.7,83,332695,2915
06-03-17,81.95,82.8,81.85,82.05,1057910,3913
03-03-17,81,82.8,80.85,81.95,280278,1500
02-03-17,82.05,82.7,80.75,81,261735,1726
01-03-17,82.65,83.35,81.7,81.85,474649,1725
28-02-17,82.8,84.55,82.3,82.6,1069759,2286
27-02-17,83.5,83.95,82.55,82.8,639223,1981
23-02-17,84.1,85.3,83.1,83.5,1033161,2435
22-02-17,84.7,85.7,83.45,84.05,1096802,2384
21-02-17,86,86,83.8,84.1,309126,2077
20-02-17,84.15,85.8,84.15,84.95,1997440,2678
17-02-17,83,84.8,82.75,84.15,459632,3730
16-02-17,82,83.3,81.4,83.05,178571,2198
15-02-17,82.8,84,81.4,81.65,281241,2074
14-02-17,83.3,83.9,82.7,83.4,324723,2806
13-02-17,82.5,83.5,81.55,83.3,373181,2893
10-02-17,81.8,82.95,81.1,81.55,668617,3865
09-02-17,81.6,82.5,80.6,81.55,208757,1456
08-02-17,82,82.4,81.1,81.55,135462,1067
07-02-17,82,82.55,80.85,81.3,369658,2017
06-02-17,81.3,82.35,80.6,82.1,278693,2105
03-02-17,83.4,83.4,80.2,80.45,374134,2318
02-02-17,80.05,81.9,79.7,80.5,274629,2274
01-02-17,80.1,80.75,79,80.45,291767,1759
31-01-17,80.5,82.7,79.4,79.9,684326,4301
30-01-17,81,81.75,80.3,80.5,257391,1622
27-01-17,80.2,81.5,80.2,81,333898,1690
25-01-17,79.85,81.3,79.2,79.95,453556,2402
24-01-17,77.5,80.2,77.5,79.85,224989,1946
23-01-17,77.7,78.55,77.3,77.4,155085,1095
20-01-17,79.6,79.6,77.2,77.4,213843,1390
19-01-17,78.65,79.7,78.6,79.3,182450,1359
18-01-17,77.8,79.05,77.8,78.65,188630,1282
17-01-17,78,78.4,77.5,77.55,2015127,2553
16-01-17,79,79.55,77.55,77.85,1624438,2347
13-01-17,80,80.25,78.65,79.3,431109,2456
12-01-17,77.05,80.2,77.05,79.35,770184,4027
11-01-17,77.25,77.9,76.9,77.05,206448,1115
10-01-17,76.45,77.35,76.45,77.15,173825,1773
09-01-17,77.05,77.2,76.2,76.4,91523,607
06-01-17,76.8,77.6,76.8,77.15,220545,2462
05-01-17,75.9,77.05,75.9,76.85,213644,1523
04-01-17,75.8,76.7,75.45,75.85,149782,1258
03-01-17,75.8,76.25,75.1,75.7,165184,1277
02-01-17,76.5,76.5,75.25,75.4,176852,1075
30-12-16,75.6,77.95,75,75.7,474492,2949
29-12-16,73.95,75.8,73.55,74.95,155385,1170
28-12-16,73.6,74.9,73.6,73.95,121988,917
27-12-16,73,73.85,72.9,73.5,188837,917
26-12-16,74,74.2,73.2,73.45,143142,886
23-12-16,74.8,75.2,72.6,73.95,257383,1859
22-12-16,75.85,76.4,74.5,74.75,188589,1262
21-12-16,76.5,77.25,75.85,76.1,283652,1514
20-12-16,77.5,79.35,76.4,76.6,413241,2308
19-12-16,76.6,78,76.6,77.25,122112,1107
16-12-16,78.2,78.4,76.3,76.55,222079,1463
15-12-16,78.5,80.2,77.65,78.25,743102,2541
14-12-16,77.25,78.75,77.25,78.45,394006,2006
13-12-16,77.15,77.7,76.6,77.4,227290,1297
12-12-16,76.95,76.95,75.8,76.55,137468,795
09-12-16,76,77.5,75.15,77.15,464638,3510
08-12-16,75.1,75.85,74.8,75.55,236250,2192
07-12-16,75.3,77.9,74,74.4,910741,5048
06-12-16,74.5,75.95,74.5,75.25,884523,4884
05-12-16,73.5,74.5,72.9,73.25,291803,1526
02-12-16,72.8,74.7,72.5,73.6,542113,2769
01-12-16,75,75.15,72.55,72.85,529517,2499
30-11-16,72.75,74.35,71.05,73.9,759459,4340
29-11-16,73.75,73.75,72,72.2,351617,2007
28-11-16,70,73.15,70,72.75,299455,2567
25-11-16,69.45,70.65,69.4,69.95,108270,701
24-11-16,69.3,69.9,68.6,69.25,118329,847
23-11-16,69.7,69.85,68.7,69.25,265921,3342
22-11-16,68.5,69.65,68.4,68.85,167268,1673
21-11-16,70.2,70.45,68,68.55,249286,1861
18-11-16,70.5,70.85,69.6,70.05,416905,2109
17-11-16,71,72.5,69.7,70.05,254198,1365
16-11-16,69.2,71.4,69.2,70.7,420737,2289
15-11-16,72.4,72.5,68.6,69.45,424660,2405
11-11-16,74.6,74.6,71.6,72.05,323376,1740
10-11-16,71.7,77,71.7,75.1,359460,3050
09-11-16,73.8,73.8,67.1,71.65,883983,7473
08-11-16,75.5,75.6,74.25,74.45,182492,957
07-11-16,74.65,76.4,74.6,75.4,218517,1420
04-11-16,76.7,77.4,74.15,74.65,287403,1797
03-11-16,77,78.5,76.1,76.75,403814,1463
02-11-16,78.1,78.1,76.85,77.05,173982,971
01-11-16,78.25,79.5,76.75,78.15,296801,1609
30-10-16,79,79.25,77.85,78.15,71509,661
28-10-16,79.65,81.2,78.35,78.45,355666,1853
27-10-16,76.05,80,76.05,79.55,709455,3323
26-10-16,81.5,82.9,80,80.65,212831,1208
25-10-16,82,83.25,81,82.35,417074,1871
24-10-16,84.05,84.45,83.35,83.6,270949,1318
21-10-16,82.2,83.8,81.5,83.55,879042,2797
20-10-16,80.8,83.35,80.8,81.85,454081,2301
19-10-16,77.6,81.55,77.6,81.15,460938,2622
18-10-16,77.9,78.8,77.9,78.4,210153,838
17-10-16,79,79,77.4,77.55,169950,795
14-10-16,78.5,78.85,77.7,78.45,123344,765
13-10-16,80.9,80.9,77.55,77.95,227020,1298
10-10-16,81.05,82,80.6,80.9,315068,2063
07-10-16,79.55,81,78.25,80.5,477881,2422
06-10-16,78.2,80.65,77.95,78.8,713648,3180
05-10-16,77.6,78.75,77.6,78.2,462252,1960
04-10-16,76.5,78.2,76.5,77.2,1033947,4723
03-10-16,75.45,76.75,75.45,76.4,404802,1477
30-09-16,73,75.65,72.8,75.3,492900,1553
29-09-16,76.2,76.2,71.8,73.45,1901892,1869
28-09-16,74.75,76.05,74.75,75.85,245136,1189
27-09-16,75.9,75.9,74.2,75.05,2806534,1350
26-09-16,75.65,76.6,75.5,75.8,181655,1005
23-09-16,76,76.05,75.35,75.6,214236,783
22-09-16,76.5,76.6,75.75,76,223395,929
21-09-16,75.7,76.7,75.65,76.25,423477,1625
20-09-16,76.9,77.35,75.3,75.7,341769,1137
19-09-16,75,76.9,74.15,76.6,436651,1900
16-09-16,74.8,75.9,74.6,75.2,423854,1768
15-09-16,76.2,76.95,74.5,74.75,482793,2056
14-09-16,73.8,76.05,73.8,75.25,381309,1549
12-09-16,76.1,76.2,73.6,74.4,784998,2523
09-09-16,77.5,78.45,76.85,77.1,1382375,3398
08-09-16,76.55,77.85,76.55,77.5,305076,1726
07-09-16,78.1,78.1,76.25,76.55,656908,1872
06-09-16,78.9,79.5,78.1,78.4,709421,2193
02-09-16,78.5,79.2,77.4,78.65,478049,2030
01-09-16,79.9,80.35,77.45,77.95,1003911,6472
31-08-16,77.4,78.9,76.5,78.25,812545,3145
30-08-16,76,77.4,76,76.85,550826,2185
29-08-16,75.3,76.2,75.15,75.9,252129,1060
26-08-16,75.85,76.25,75,75.7,368537,1795
25-08-16,76.45,77,75.25,75.7,352470,1872
24-08-16,74.25,76.7,74,76.45,798192,3606
23-08-16,77.15,78.3,73.8,74.75,1974040,8416
22-08-16,78.4,79.2,76.9,77.25,652146,2566
19-08-16,77.6,78.45,76.7,77.95,431358,2459
18-08-16,78.25,78.45,76.4,76.9,566581,2477
17-08-16,76.9,78.3,75.9,77.6,939602,3907
16-08-16,75,77,75,76.5,827837,3599
12-08-16,75,76,73.75,74.95,769616,3311
11-08-16,74.05,75.9,73.3,74.45,539948,2734
10-08-16,75.95,76,73.5,74,682235,2418
09-08-16,73.1,76.3,73.1,75.15,1910578,8034
08-08-16,71.9,73.3,71.1,72.85,421940,1836
05-08-16,71,71.5,70.85,71.1,231073,1133
04-08-16,71.55,71.85,70.65,70.85,315429,1629
03-08-16,72.9,73,71.15,71.5,679959,2065
02-08-16,71.65,72.75,71.65,71.9,481952,1505
01-08-16,72.15,73.1,71.1,72.05,354934,1440
29-07-16,70.8,72.45,70.75,72,356285,1481
28-07-16,71.05,71.4,70.5,70.75,374058,1375
27-07-16,71.3,71.8,70.75,71.1,237938,1801
26-07-16,72.3,73,71.15,71.5,377700,1577
25-07-16,72.5,72.5,71.3,71.95,207927,962
22-07-16,71.5,72.35,71.1,72.05,211628,1475
21-07-16,73,73.05,70.6,70.8,358966,3487
20-07-16,70.8,72.85,70.65,72.35,374689,2781
19-07-16,70.25,71,69.7,70.4,314908,2380
18-07-16,72,72,70.05,70.35,226818,1982
15-07-16,72,72.3,71.2,71.55,236672,1448
14-07-16,71.1,72,71.1,71.75,216894,1614
13-07-16,72.85,73.3,71.85,72.05,285568,1529
12-07-16,74.4,74.4,72.6,72.75,650704,2580
11-07-16,73.5,74.1,73.4,73.85,474970,2081
08-07-16,74,74.15,72.9,73.35,231016,1289
07-07-16,74,74.35,73.4,73.55,221460,1356
05-07-16,75,75,74,74.35,264106,1170
04-07-16,74.65,75.5,74.55,74.85,362125,2027
01-07-16,74,74.95,73.9,74.45,480284,2791
30-06-16,72.7,73.65,72.65,73.45,345372,2067
29-06-16,72,73.2,72,72.65,293773,2051
28-06-16,72.1,72.7,71.6,71.85,250197,1294
27-06-16,72.65,73,71.75,72.2,411106,1605
24-06-16,71,72.95,69.4,72.65,683972,4007
23-06-16,73.7,74.65,71.95,72.45,846538,2819
22-06-16,73.5,74.2,73.2,73.65,232456,1507
21-06-16,75.4,75.4,73.2,73.4,303939,1757
20-06-16,73,75.35,72.55,75.15,295568,1852
17-06-16,76,76,72.45,73.65,677173,3562
16-06-16,77.1,77.1,74.5,76.25,405254,2393
15-06-16,76,77,75.65,76.5,355775,2734
14-06-16,76,76.3,74.75,75.75,309637,1640
13-06-16,77.5,77.95,75.15,75.75,971080,4597
10-06-16,75.9,76.65,75.35,76,480784,1939
09-06-16,76.1,77.15,75.25,75.7,747387,3227
08-06-16,73.1,75.85,72.9,75.55,664110,2883
07-06-16,74.4,74.65,73.2,73.55,178697,1061
06-06-16,74,74.95,72.95,74.25,259084,1670
03-06-16,72.3,74.35,72.3,73.85,465625,2047
02-06-16,72.7,73.45,71.75,72.1,531881,1908
01-06-16,74.5,74.95,72.5,72.85,291667,1411
31-05-16,75.5,75.6,73.4,73.85,295585,1395
30-05-16,72.5,75.9,72.3,75.1,562027,2517
27-05-16,73.25,74.7,72.4,72.7,435388,1856
26-05-16,73.35,73.8,72.4,73.5,312661,1430
25-05-16,72.05,73.35,71.8,73.1,876032,1973
24-05-16,72.5,72.7,71.3,71.7,779973,3511
23-05-16,71.2,71.5,70.3,70.7,400620,2039
20-05-16,68.5,70.1,68.3,69.4,361166,1533
19-05-16,70.1,70.3,68.1,68.4,323556,1256
18-05-16,69.9,70.5,69.3,69.85,384109,1272
17-05-16,70.3,70.6,69.6,69.95,221552,778
16-05-16,70.4,70.8,69.4,70.25,163180,785
13-05-16,70.8,71.1,69.6,70.3,364262,1406
12-05-16,71.1,72.05,70.6,70.85,220673,1079
11-05-16,71,72.3,70.9,71.05,196559,1446
10-05-16,73.45,73.45,71.85,72.5,244246,1233
09-05-16,72.9,74,72.25,73.25,501400,2449
06-05-16,70.1,72.4,70,72.1,321678,1522
05-05-16,70.8,71.2,69.95,70.3,233958,1069
04-05-16,70.65,72,70.15,70.5,353561,1759
03-05-16,71,73.45,70.8,71.1,979695,4343
02-05-16,70.6,71,69.4,70.15,438881,1655
29-04-16,69,70.9,68.45,70.55,450304,1962
28-04-16,70.85,70.9,68.9,69.3,227745,1173
27-04-16,72.45,72.45,70.35,70.85,332468,1338
26-04-16,69.6,72.2,69.45,72,531200,2327
25-04-16,70,70.4,68.8,69.4,229966,1101
22-04-16,69.8,70.9,69.75,69.95,285784,1275
21-04-16,70.6,71.35,68.85,69.55,288053,1349
20-04-16,69.4,71.45,69.4,70.55,479592,2275
18-04-16,70,70.25,68.7,69.45,367212,1857
13-04-16,68.95,70.15,68.4,69.95,816006,3263
12-04-16,67.95,69.15,67.5,67.75,5758828,2174
11-04-16,65.95,67.9,65.6,67.55,676276,2481
08-04-16,64.65,66.1,64.3,65.75,786869,3483
07-04-16,67.7,70,60.6,64.1,6541424,26376
06-04-16,67,67.65,66.1,66.65,348757,1605
05-04-16,68,68.5,66.5,66.8,548626,2505
04-04-16,65.9,69.65,65.8,68.2,909873,4694
01-04-16,64.8,65.5,63.75,65.2,491969,2522
31-03-16,63.1,65.05,63.1,64.65,1483194,3947
30-03-16,61.4,63.1,61.2,62.6,572773,2112
29-03-16,60.9,62.35,60.35,61.3,438751,1612
28-03-16,63.5,63.5,60.65,60.95,371061,1616
23-03-16,63.1,63.3,62.45,62.65,892415,3635
22-03-16,59.5,61.9,59.1,61.75,565473,2703
21-03-16,58,59.3,58,59.15,211759,991
18-03-16,58.65,58.8,58,58.45,488592,1226
17-03-16,59.25,59.35,58.35,58.45,133161,740
16-03-16,58.9,59,58.15,58.65,147412,848
15-03-16,59,59.3,58.75,58.85,134353,690
14-03-16,58.9,59.75,58.8,59.05,2523771,915
11-03-16,58.85,59.35,58.6,58.8,194065,890
10-03-16,58.8,59.5,58.65,58.85,313648,1578
09-03-16,57.9,59.05,57.55,58.85,343883,1239
08-03-16,59.3,59.9,58.5,58.8,406457,1628
04-03-16,59.65,59.9,58.75,59.2,541094,1578
03-03-16,59.1,59.9,58.5,59.55,285623,1279
02-03-16,59.4,59.75,58.65,58.85,446190,2031
01-03-16,56.7,58.6,56.7,58.3,306081,1633
29-02-16,57.9,58.35,56.35,57.35,297724,1428
26-02-16,58,58.1,57.15,57.65,159690,805
25-02-16,57.9,58.9,56.95,57.25,354284,1382
24-02-16,58,58.45,57.55,57.75,119299,630
23-02-16,58.65,59,57.8,58,218625,889
22-02-16,59.05,59.4,58.4,58.6,176495,739
19-02-16,59,59.8,58.4,58.8,471849,1455
18-02-16,59,59.7,58.5,59.1,501204,1674
17-02-16,59,59,57.05,58.8,259368,1244
16-02-16,60.3,61.9,58.05,58.6,851659,2974
15-02-16,56.75,60.15,56.75,59.7,706686,2429
12-02-16,57,57.7,55,56.55,512206,2118
11-02-16,59.2,59.5,55.7,56.3,479078,2503
10-02-16,59.6,59.75,57.8,59.2,281607,1525
09-02-16,59,60,58.2,59.6,339849,1530
08-02-16,60,60.6,58.65,58.85,670444,2628
05-02-16,60.15,60.6,59.45,60.4,574850,2398
04-02-16,58.4,59.7,57.25,59.1,349721,1744
03-02-16,58,58.4,56.55,57.1,619300,2212
02-02-16,60.9,60.9,58.6,58.95,340789,1454
01-02-16,61,61,60.1,60.55,289520,1193
29-01-16,60.1,61.35,59.95,60.35,371947,1382
28-01-16,61.5,61.75,60,60.15,213315,1131
27-01-16,62.05,62.1,61,61.3,173433,1080
25-01-16,62.5,62.6,61.05,61.4,194328,944
22-01-16,62,62.5,61.4,61.8,278641,1095
21-01-16,62,62.85,60.25,61.25,418820,1719
20-01-16,63.8,63.8,60.55,61.65,516132,2571
19-01-16,62.5,64.9,61.6,64.35,401479,1819
18-01-16,61.1,63.4,61.1,61.65,459563,1637
15-01-16,65.85,65.85,61.15,61.75,348944,1928
14-01-16,65,65.75,63.5,64.75,251707,1593
13-01-16,67.8,67.85,64.4,65.65,359613,1851
12-01-16,67.8,68.25,66.4,67.15,265089,1202
11-01-16,68,68,66.3,67.15,354035,1428
08-01-16,66.6,69.25,66.45,68.65,321924,1565
07-01-16,68,68.4,65.85,66.2,359600,1251
06-01-16,68.9,69.7,68,68.7,278189,1388
05-01-16,68.35,70.75,68.35,69.35,697638,2629
04-01-16,69.1,69.8,67.5,68.3,302571,1406
01-01-16,68,69.45,67.85,68.9,312654,1463
31-12-15,67.95,68.95,67.6,67.9,296675,1686
30-12-15,68.65,68.65,67.45,67.7,352307,1601
29-12-15,67.9,67.9,66.75,67.15,278866,1063
28-12-15,66.75,68.45,66.75,67.6,491084,2341
24-12-15,66.45,66.5,65.5,66.35,172997,803
23-12-15,65.9,66.15,65.3,65.65,188523,795
22-12-15,65,66.3,64.75,65.3,511858,2059
21-12-15,65,65.5,64.5,64.95,267301,1192
18-12-15,65,65.95,64.6,65.15,502946,2504
17-12-15,62.5,64.75,62.25,64.55,598667,2365
16-12-15,61.2,63.1,61.2,62.05,330146,1787
15-12-15,61.2,62.2,61.05,61.4,350266,1645
14-12-15,62,62.5,61.4,61.65,217635,1061
11-12-15,62.6,63.2,61,61.9,287276,1537
10-12-15,61.3,62.95,61.3,62.6,283717,1297
09-12-15,63.4,63.5,61.7,62,349431,1499
08-12-15,64,64.2,62.8,63.4,309248,1755
07-12-15,65,65,64.1,64.25,243180,1186
04-12-15,65.65,66.05,64.2,64.35,363571,1825
03-12-15,66,66.75,65.2,65.65,306728,1536
02-12-15,66.85,67,65.95,66.25,243503,1163
01-12-15,68,68,66.3,66.6,413488,1742
30-11-15,66.95,67.9,66.45,66.85,347003,1746
27-11-15,67.2,67.3,66,66.25,423716,1864
26-11-15,66.6,67.1,66.15,66.35,408785,1452
24-11-15,66.9,67.35,66.35,66.6,140533,781
23-11-15,66.45,67.2,66.45,66.95,128139,743
20-11-15,66.15,67.5,66.15,66.55,247729,1035
19-11-15,67,67,66.1,66.7,291106,1196
18-11-15,67.4,68.15,65.65,65.85,318415,1639
17-11-15,67.4,68.15,67,67.4,246127,1137
16-11-15,68,68.6,66.7,67.25,391390,1757
13-11-15,68.55,68.85,67.6,68.3,296569,1132
11-11-15,68.9,69.15,68.15,68.4,94622,599
10-11-15,69.5,69.9,67.55,67.95,537224,2149
09-11-15,67,69.6,66.05,68.35,986490,3918
06-11-15,69,69.3,66.7,67.6,266361,1134
05-11-15,68.65,69.5,68.25,68.5,506264,1197
04-11-15,69.7,69.7,68.5,68.65,259232,906
03-11-15,69.7,69.7,68.45,68.9,129482,676
02-11-15,68.8,69.15,68,68.85,183992,929
30-10-15,69.8,71.65,68.6,68.9,951804,3484
29-10-15,69.6,70,68.6,69.6,455207,1838
28-10-15,70.25,71,69.4,69.6,257624,1250
27-10-15,71.2,71.4,70.15,70.95,286215,1370
26-10-15,72,72,70.1,70.55,298977,1150
23-10-15,71,71.45,70.1,70.4,201389,918
21-10-15,71.5,71.5,69.45,70.55,362553,1407
20-10-15,69.25,72.45,69.25,70.85,668763,3346
19-10-15,70,70.1,68.85,69.3,227047,1216
16-10-15,70.4,70.5,69,69.6,170626,992
15-10-15,70,70.95,70,70.15,226357,1413
14-10-15,70.15,70.4,69.5,69.65,162502,1024
13-10-15,70.3,70.45,69.45,70.2,162294,956
12-10-15,70,71.25,69.6,70,366101,2325
09-10-15,70.5,71,69.35,69.65,171640,1094
08-10-15,70.45,70.95,69.15,70.35,321162,1843
07-10-15,69.45,70.75,68.5,70.3,356929,2203
06-10-15,67,69.35,67,69,836951,2063
05-10-15,66.9,67.4,65.85,67.1,258196,1538
01-10-15,64.95,66.65,64.95,65.75,173405,1207
30-09-15,67.45,67.45,64.8,65.05,142393,1084
29-09-15,62.5,66.2,62.5,66.05,290521,1882
28-09-15,65.95,66.9,63.75,65.5,436222,2440
24-09-15,63.1,66.3,62.75,64.95,454681,2840
23-09-15,62.8,63.95,62,63.15,160870,975
22-09-15,64.6,65.45,62.15,62.9,160699,1295
21-09-15,63.9,65.7,63.55,64.5,369869,2105
18-09-15,61.5,64.65,61.5,64,324881,2043
16-09-15,62.1,62.3,61.25,61.95,113087,924
15-09-15,62,62,60.65,61.45,154800,927
14-09-15,60,62.05,59.5,61.8,381502,1833
11-09-15,61.25,61.5,58.95,59.55,452428,2215
10-09-15,59.15,61.15,58.4,60.85,322171,2054
09-09-15,59.2,59.8,58.65,59.15,421013,2056
08-09-15,56.95,59,56.25,58.65,504996,2473
07-09-15,57.6,58.1,55.55,56.3,497863,2206
04-09-15,59.9,59.9,56.1,56.55,676234,4357
03-09-15,59.5,60.35,58.65,59.9,214216,1246
02-09-15,61,61,58.3,58.65,234386,1516
01-09-15,60.55,60.75,59.75,60.35,578749,1647
31-08-15,61,62.1,60.1,60.7,2273364,2396
28-08-15,61.6,62.3,59.65,61.05,513105,2950
27-08-15,62,62,60.4,60.75,338077,1724
26-08-15,58.9,61.6,57.85,60.2,560121,3091
25-08-15,61.3,63.2,55.7,58.85,1320202,7652
24-08-15,66.5,66.85,61.9,62.3,704899,5320
21-08-15,67.5,68.45,66.1,68.15,402618,1927
20-08-15,68,68.5,66.25,67.6,639579,2158
19-08-15,68.1,68.1,67.2,67.4,267794,1343
18-08-15,69,69,67.6,68.1,444006,2496
17-08-15,69.7,70,68.15,68.65,206019,1411
14-08-15,70,70,69.05,69.7,359900,2563
13-08-15,68.2,70.85,68.05,69.2,1113169,6085
12-08-15,68,68.5,67.35,67.55,250380,2009
11-08-15,69.15,69.85,67.95,68.15,236352,1387
10-08-15,69.6,70.15,68.75,69.15,298957,1236
07-08-15,70.8,70.8,68.85,69.15,221446,1242
06-08-15,70.5,70.5,69.25,69.75,169663,1060
05-08-15,70,70.9,69.5,69.9,278879,1721
04-08-15,69,70.1,68.6,69.75,224011,1675
03-08-15,68.7,69.9,68.7,69.45,235547,1468
31-07-15,69.6,70.4,68.3,68.6,310565,2113
30-07-15,68.35,69.95,67,69.6,470149,3053
29-07-15,71.1,71.1,67.15,68.35,702137,4332
28-07-15,71.5,71.75,70.1,70.9,226658,1133
27-07-15,71.65,72.1,70.25,71.1,207936,1455
24-07-15,72.3,72.3,71.45,71.65,174091,1140
23-07-15,73,73.3,71.5,71.65,3023853,2158
22-07-15,72,73.55,71.6,72.9,271883,1337
21-07-15,74.4,74.55,72,72.15,199327,1150
20-07-15,75.9,75.9,73.95,74.4,217317,1358
17-07-15,76.7,76.75,75.7,75.95,313620,1343
16-07-15,74.45,76.2,74.2,76,309071,1929
15-07-15,73,74.9,72.8,74.45,234274,1151
14-07-15,72.8,73.45,72.3,72.9,187912,1367
13-07-15,71.7,73,71.5,72.8,309606,1319
10-07-15,72.75,72.8,71.3,71.7,266577,1573
09-07-15,72.5,73,72.15,72.35,105040,758
08-07-15,73.5,73.5,72.1,72.5,143166,1117
07-07-15,74.45,75.15,73.5,73.7,169075,1044
06-07-15,74,74.65,72.7,74.35,163345,1001
03-07-15,75.25,75.25,74,74.2,106465,831
02-07-15,75.4,75.4,74.4,74.65,183322,1072
01-07-15,74.15,75.25,73.6,74.7,197613,1085
30-06-15,73.25,74.2,73,74.05,675077,1109
29-06-15,73,73.65,72,72.85,214290,1266
26-06-15,75.5,75.5,73.3,73.8,241909,1155
25-06-15,73.4,75.2,73,74.85,260617,1527
24-06-15,74.45,74.95,73.25,73.65,204205,1088
23-06-15,73.5,74.7,73.25,74.1,297303,1395
22-06-15,72.2,74.7,71.6,74.55,374081,2040
19-06-15,73.3,73.55,72,72.15,365188,1474
18-06-15,72.6,73.35,71.95,73.1,279167,2263
17-06-15,74,74,72.6,72.85,227534,1912
16-06-15,72.4,74.25,71.75,73.95,337695,3616
15-06-15,72.95,73.55,71.4,72.1,2452257,2350
12-06-15,70.2,72.9,69.7,72.6,422086,2925
11-06-15,74.45,74.6,69.65,70.15,982892,3465
10-06-15,72,74.4,72,73.75,329465,1913
09-06-15,71.95,72.4,70.35,72.15,242887,1489
08-06-15,71,71.85,70.25,71.4,158266,1515
05-06-15,70.5,71.3,69.65,70.6,254312,1501
04-06-15,70.95,71,68.4,70.3,764800,3115
03-06-15,74.95,74.95,69.2,70.4,876981,3589
02-06-15,76.95,76.95,74.55,75,739577,2058
01-06-15,75.25,76.35,74.35,76.1,224075,1142
29-05-15,75.4,75.5,73.85,74.75,304713,1312
28-05-15,76.8,76.8,73.75,74.05,309622,1499
27-05-15,75,75.9,74.5,75.7,267331,1207
26-05-15,75.1,75.25,74.55,74.95,167940,967
25-05-15,75.75,75.75,74.45,74.85,295533,1550
22-05-15,76.35,76.8,75.6,75.75,311376,1573
21-05-15,77.8,77.8,75.8,76.2,337075,1648
20-05-15,79,79.8,76.85,77.2,1053925,5325
